Organization,Active,License,UBI,Type,Address,Address Line 2,City,State,County,Zip,CreateDate,DayPhone
FANTASY FARMS LLC,ACTIVE (ISSUED),413858,6.03354E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,1220 W BALLARD RD,STE A & B,SPOKANE,WA,SPOKANE,992088202,20180524,5094671905
GIGGLE BUSH,ACTIVE (ISSUED),417361,6.0336E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,986 E HAMPTON RD   STE A,STE A,LIND,WA,ADAMS,993419725,20180530,2533474080
GREEN COAST EXPRESS,ACTIVE (ISSUED),423417,6.03584E+15,MARIJUANA TRANSPORTATION,401 OLYMPIA AVE NE UNIT 254,,RENTON,WA,KING,980564117,20180605,3609980418
KING CRONIC,PENDING (ISSUED),425925,6.03577E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,1110 E YELM AVE STE C,,YELM,WA,THURSTON,985977690,20180323,3609676056
DOCANDYETI'S,ACTIVE (ISSUED),414041,6.03316E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,2407 50TH AVE SW BLDG 1,,TUMWATER,WA,THURSTON,985128007,20180614,3607909241
XTRACTED LABS,ACTIVE (ISSUED),412347,6.03313E+15,MARIJUANA PROCESSOR,3423 4TH AVE S,,SEATTLE,WA,KING,981341904,20180613,2533503466
PDT TECHNOLOGIES,ACTIVE (ISSUED),415707,6.03308E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,4656 RD P #3,,QUINCY,WA,GRANT,988480000,20180626,8009910624
SKY STANDARD GARDENS,ACTIVE (ISSUED),415980,6.03476E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,4375 WEST RD,,BLAINE,WA,WHATCOM,982309171,20180331,8012431138
STINKIN' FANCY,ACTIVE (ISSUED),416565,6.03358E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,1384 STATE ROUTE 12 STE A,,MONTESANO,WA,GRAYS HARBOR,985630000,20180523,2533530563
MOLECULE,PENDING (ISSUED),426443,6.03583E+15,MARIJUANA RETAILER,206 MORGAN ST,,DAVENPORT,WA,LINCOLN,991225178,20180621,5092279683
ORIGENS,ACTIVE (ISSUED),412891,6.03583E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,12620 E INDIANA AVE,,SPOKANE VALLEY,WA,SPOKANE,992160000,20180503,5099394334
SRRK GROUP,ACTIVE (ISSUED),416475,6.0345E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,8531 POSTMA RD STE B,,MOXEE,WA,YAKIMA,989369317,20180314,4257499191
1937 FARMS,ACTIVE (ISSUED),419820,6.03358E+15,MARIJUANA PROCESSOR,1144 29TH ST NW STE 102,,AUBURN,WA,KING,980012465,20180518,6199770591
FIVE LEAVES III,ACTIVE (ISSUED),415827,6.04125E+15,MARIJUANA PROCESSOR,233757 E SR 397 STE 001,,KENNEWICK,WA,BENTON,993380000,20180604,5094387062
WASHINGTON TOWER FARM,ACTIVE (ISSUED),426162,6.04015E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,2929/2930 INGRAM ST,,HOQUIAM,WA,GRAYS HARBOR,985500000,20180504,2063569130
SUNNYSIDE NORTHWEST,ACTIVE (ISSUED),416672,6.0351E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,41305 N GRIFFIN RD,,GRANDVIEW,WA,BENTON,989309688,20180530,2536067834
THE MIDNIGHT GARDNER,ACTIVE (ISSUED),416424,6.03357E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,705 MONTANA AVE,,SOUTH BEND,WA,PACIFIC,985860000,20180608,5093660366
WASHINGTON'S FINEST CANNABIS,PENDING (ISSUED),415680,6.03352E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,27315 N MONROE RD STE A,,DEER PARK,WA,SPOKANE,990069774,20180321,2066410935
BUD HUT,ACTIVE (ISSUED),422792,6.03603E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,2200 TALLEY WAY  STE A,SUITE A,KELSO,WA,COWLITZ,986265511,20180404,3606681111
HERITAGE FARMS,ACTIVE (ISSUED),426552,6.02662E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,37828 N NICOLE LN,,ELK,WA,SPOKANE,990090000,20180403,5096844039
EVERGREEN MARKET - IKEA DISTRICT,ACTIVE (ISSUED),424747,6.04006E+15,MARIJUANA RETAILER,4242 E VALLEY RD,,RENTON,WA,KING,980574903,20180430,4253188898
KLARITIE FARMS,ACTIVE (ISSUED),419959,6.03485E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,1967 HIGHWAY 395 S,,CHEWELAH,WA,STEVENS,991099708,20180413,5096752043
OLEUM EXTRACTS,ACTIVE (ISSUED),412991,6.03356E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,3223 C ST NE   UNIT 9,UNIT 9,AUBURN,WA,KING,980021720,20180407,2533974738
GRINGO BROS,ACTIVE (ISSUED),413167,6.03353E+15,MARIJUANA PROCESSOR,618 W COUNTRY RD,,ALMIRA,WA,LINCOLN,991038727,20180411,5096810011
D AND L ENTERPRISES,PENDING (ISSUED),416400,6.03354E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,24625 S RUPP ROAD #4,,CHENEY,WA,SPOKANE,990040000,20180404,5093899492
CERTIFIED GREEN,ACTIVE (ISSUED),413036,6.03508E+15,MARIJUANA PRODUCER TIER 3,15906 E SPRAGUE   BLDG B,BLDG B,SPOKANE VALLEY,WA,SPOKANE,990370000,20180413,5096802002
UPPER-LEFT,ACTIVE (ISSUED),412992,6.03583E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,410 RONLEE LN NW A2,,OLYMPIA,WA,THURSTON,985029266,20180508,3605565056
SASQUATCH GREENHOUSES,ACTIVE (ISSUED),412208,6.0293E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,3171 UNICK RD SUITE B,STE B,FERNDALE,WA,WHATCOM,982489021,20180619,3608152969
FARMWEST 1,ACTIVE (ISSUED),413130,6.03263E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,18 RIVERVIEW RD #B,,OMAK,WA,OKANOGAN,988419415,20180103,3609277967
GREEN MAGIC,ACTIVE (ISSUED),415756,6.04103E+15,MARIJUANA PRODUCER TIER 2,28436 NE 4TH PL,,REDMOND,WA,KING,980539248,20180419,2069477633
RITUAL CANNABIS,ACTIVE (ISSUED),416638,6.03418E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,55 RED CEDAR STE R,,GOLDENDALE,WA,KLICKITAT,986202400,20180618,2066198392
P AND R PROCESSING,ACTIVE (ISSUED),416919,6.03355E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,21628 87TH AVE SE BLDG 1,BUILDING 1,WOODINVILLE,WA,SNOHOMISH,980728017,20180416,2068170647
BUDDY'S,ACTIVE (ISSUED),413893,6.03359E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,420 SUNSET BLVD NE STE A,,RENTON,WA,KING,980555512,20180416,4254080395
THE KUSHERY,ACTIVE (ISSUED),415513,6.03509E+15,MARIJUANA RETAILER,19258 15TH AVE NE STE B,,LAKE FOREST PARK,WA,KING,981552315,20180418,4252098924
BLUE DOG SEEDS,ACTIVE (ISSUED),417236,6.03286E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,186 HOWELL CANYON RD STE A,,TONASKET,WA,OKANOGAN,988559485,20180406,5099877063
WE'RE JUST BUDS,ACTIVE (ISSUED),414995,6.03404E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,1340 SE BISHOP BLVD STE A,,PULLMAN,WA,WHITMAN,991636409,20180517,5093320160
KETTLE RIVER CANNABIS COMPANY,ACTIVE (ISSUED),416050,6.03361E+15,MARIJUANA PROCESSOR,11814 NE DEBONAIR ST UNIT B,,MOSES LAKE,WA,GRANT,988370000,20180424,5097790123
PROJECT M,ACTIVE (ISSUED),417168,6.03525E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,10908 156TH ST NE STE C,,ARLINGTON,WA,SNOHOMISH,982238814,20180403,4253500248
THOMAS PAUL HICKEY,ACTIVE (ISSUED),413450,6.03358E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,9285 S LAKESHORE RD STE A,,CHELAN,WA,CHELAN,988169352,20180514,8083868909
ODO,ACTIVE (ISSUED),417498,6.03504E+15,MARIJUANA PROCESSOR,1111 W 1ST AVE  STE B,STE B,SPOKANE,WA,SPOKANE,992010000,20180424,5095395953
EUPHORIUM 420,ACTIVE (ISSUED),414491,6.03355E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,27623 COVINGTON WAY SE UNIT 1,,COVINGTON,WA,KING,980420000,20180606,9168359616
PURE NORTHWEST,ACTIVE (ISSUED),416281,6.0351E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,7800 POSTMA RD STE 2,,MOXEE,WA,YAKIMA,989360000,20180524,2065507979
PARADISE VALLEY ORGANICS,PENDING (ISSUED),426878,6.02677E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,15021 STATE ROUTE 530 NE STE A,,ARLINGTON,WA,SNOHOMISH,982235358,20180531,5095941418
SECRET HERB SHOP,ACTIVE (ISSUED),413994,6.02484E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,2 COLUMBIA DR,STE A,KETTLE FALLS,WA,FERRY,991419461,20180411,5096844420
DOUBLE DELICIOUS,ACTIVE (ISSUED),415753,6.03376E+15,MARIJUANA PROCESSOR,3857 N GEORGE ST,,EAST WENATCHEE,WA,DOUGLAS,988020000,20180402,2538843608
SGB,ACTIVE (ISSUED),412621,6.03296E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,7047 E MARGINAL WAY S UNIT B,,SEATTLE,WA,KING,981083412,20180329,2065795946
EMERALD COAST,ACTIVE (ISSUED),420416,6.03416E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,939 N CALLOW AVE # 100-B,,BREMERTON,WA,KITSAP,983123806,20180619,3608131006
JANE GARDENS,ACTIVE (ISSUED),416813,6.03363E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,2512 HARTFORD DR,,LAKE STEVENS,WA,SNOHOMISH,982580000,20180416,4252698547
CONTINENTAL HOLDINGS III,ACTIVE (ISSUED),416006,6.03359E+15,MARIJUANA PRODUCER TIER 3,12 COW TRAIL RD,,TONASKET,WA,OKANOGAN,988550000,20180402,2066043002
EMERALD CITY INDUSTRIES,PENDING (ISSUED),416721,6.03358E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,23887 S FRONTAGE RD E UNIT 1,,WARDEN,WA,GRANT,988579314,20180615,2068185113
BMF WASHINGTON,ACTIVE (ISSUED),412150,6.03348E+15,MARIJUANA PROCESSOR,82 PETERS ST,,RAYMOND,WA,PACIFIC,985770000,20180514,2068412455
HAVE A HEART CC,PENDING (ISSUED),421409,6.03106E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,300 NW 85TH ST STE A,,SEATTLE,WA,KING,981170000,20180604,2062574500
DANK'S WONDER EMPORIUM,ACTIVE (ISSUED),412485,6.0335E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,1402 WEST REYNOLDS AVE,,CENTRALIA,WA,LEWIS,985313338,20180328,3234543767
LANO,ACTIVE (ISSUED),424172,6.03355E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6101 MINDER RD NE STE C,,POULSBO,WA,KITSAP,983703348,20180517,2063807345
GOLD BAR MARIJUANA,ACTIVE (ISSUED),422168,6.03556E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,16810 415TH AVE SE STE A-2,,GOLD BAR,WA,SNOHOMISH,982510000,20171212,2067553751
WASHINGTON'S BEST,ACTIVE (ISSUED),416199,6.03445E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,126 NEWMAN CREEK RD   UNIT 1,UNIT 1,ELMA,WA,GRAYS HARBOR,985410000,20180329,3602008842
HOLLY TRANSPORTATION,ACTIVE (ISSUED),425333,6.02935E+15,MARIJUANA TRANSPORTATION,2567 ROAD K NW,,QUINCY,WA,GRANT,988489743,20180129,4256988703
COASTAL GROWERS,ACTIVE (ISSUED),412203,6.03495E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,24 STRINGTOWN ROAD STE 1,,ILWACO,WA,PACIFIC,986240000,20180604,5036863948
WASHINGTON STATE SWEET LEAF GARDENS,ACTIVE (ISSUED),413455,6.03353E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,2855 R W JOHNSON RD SW STE A,,TUMWATER,WA,THURSTON,985126193,20180531,5712012321
KALEAFA,ACTIVE (ISSUED),417643,6.03322E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,33858 SR 20 STE 102,,OAK HARBOR,WA,ISLAND,982772664,20180521,3606822420
STELLA'S CHOICE,ACTIVE (ISSUED),413129,6.03532E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,350 BUNKER HILL RD,,LONGVIEW,WA,COWLITZ,986320000,20180511,3609037860
BILLOWS OF HAZE,ACTIVE (ISSUED),417631,6.03605E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,3836 E ROWAN AVE STE B,,SPOKANE,WA,SPOKANE,992170000,20180503,5098443523
ODO,ACTIVE (ISSUED),417497,6.03504E+15,MARIJUANA PRODUCER TIER 2,8531 POSTMA RD STE O,STE O,MOXEE,WA,YAKIMA,989360000,20180425,5095219791
MARY JANE'S HOUSE OF GRASS,ACTIVE (ISSUED),422158,6.03434E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,8312 E MILL PLAIN BLVD,,VANCOUVER,WA,CLARK,986642007,20180611,3603357823
AMERICAN CANNABIS COMPANY,ACTIVE (ISSUED),416301,6.04002E+15,MARIJUANA PROCESSOR,15505 WEBBER CANYON RD STE C-1,STE C-1,BENTON CITY,WA,BENTON,993200000,20180517,5093080996
CANNA WEST SEATTLE,ACTIVE (ISSUED),420666,6.0336E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,5440 CALIFORNIA AVE SW,,SEATTLE,WA,KING,981361513,20180604,2066969240
CPC TWO,ACTIVE (ISSUED),414787,6.03616E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,8600 LAKE CITY WAY NE,,SEATTLE,WA,KING,981153260,20180516,2066969765
NEXUS,ACTIVE (ISSUED),413039,6.03356E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,47305 S 2066 PR SE,SUITE A,KENNEWICK,WA,BENTON,993376905,20180504,5095829575
FOOTPRINT BIOSCIENCES,ACTIVE (ISSUED),419152,6.03322E+15,MARIJUANA PROCESSOR,6424 210TH AVE SW STE B,,CENTRALIA,WA,THURSTON,985319633,20180605,3609702344
BIG BELLY ACRES,PENDING (ISSUED),413086,6.03337E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,2310 W SUTTON RD STE C1,,OTHELLO,WA,ADAMS,993440000,20180416,3608211239
NEW LEAF ENTERPRISES,ACTIVE (ISSUED),412070,6.03285E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,460 S KENYON ST #470,,SEATTLE,WA,KING,981084324,20180322,2067950487
THE NURSERY,ACTIVE (ISSUED),415959,6.03507E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,1209 HWY 281 SPUR   UNIT D,UNIT D,QUINCY,WA,GRANT,988480000,20180530,4259995699
T IN T ELEMENTS,ACTIVE (ISSUED),423962,6.0357E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,43001 N GRIFFIN RD UNIT D,UNIT D,GRANDVIEW,WA,BENTON,989309041,20180612,2064467160
III KING COMPANY,ACTIVE (ISSUED),414750,6.03351E+15,MARIJUANA RETAILER,12925 MARTIN LUTHER KINGJR WAY,,SEATTLE,WA,KING,981780000,20180430,2064911397
RICK E PAYNE,ACTIVE (ISSUED),417450,6.03363E+15,MARIJUANA PRODUCER TIER 1,15616 248TH ST E SUITE A,SUITE A,GRAHAM,WA,PIERCE,983387276,20180430,3608933191
E & B GROWERS,ACTIVE (ISSUED),412449,6.03501E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,71 AMBUSH GROVE LOOP STE B,STE B,USK,WA,PEND OREILLE,991804900,20180418,5096716815
GROWER GEORGE,ACTIVE (ISSUED),413950,6.03351E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6310 E SPRAGUE AVE,,SPOKANE VALLEY,WA,SPOKANE,992120839,20180320,5094996223
BLF NORTH,ACTIVE (ISSUED),416767,6.0335E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,46415 E BADGER RD  STE B,STE B,BENTON CITY,WA,BENTON,993200000,20180529,2532730561
"TUCKER RANCH,  LLC",ACTIVE (ISSUED),421101,6.03357E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,17 GRAVATT LANE STE B,STE B,MCCLEARY,WA,GRAYS HARBOR,985570000,20180309,3605512566
NICEBUDS,ACTIVE (ISSUED),416681,6.03485E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,23930 OSO LOOP RD,STE J,ARLINGTON,WA,SNOHOMISH,982235399,20180405,2063752233
PROPRIETARY PLANT VARIETIES INC,ACTIVE (ISSUED),417278,6.03359E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,30078 HWY 97,,RIVERSIDE,WA,OKANOGAN,988490000,20180501,2069092962
AD LIB ENTERPRISES,ACTIVE (ISSUED),424162,6.03349E+15,MARIJUANA PRODUCER TIER 3,2000 ROZA DR STE 102,,ZILLAH,WA,YAKIMA,989539361,20180425,2069202619
VIRTUAL SERVICES,ACTIVE (ISSUED),412073,6.03298E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,2018 IRON ST STE B,,BELLINGHAM,WA,WHATCOM,982264212,20180421,3607782562
STATION 420,ACTIVE (ISSUED),413596,6.03408E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,4007 MAIN ST,,UNION GAP,WA,YAKIMA,989032040,20180531,5094203430
EL REY DE LA KUSH,ACTIVE (ISSUED),422324,6.03508E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,3145 MAIN ST,,MONITOR,WA,CHELAN,988369800,20180626,5092648399
MT. BAKER GARDENS,ACTIVE (ISSUED),415917,6.03357E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,5497 GUIDE MERIDIAN,,BELLINGHAM,WA,WHATCOM,982260000,20180402,3608157730
FORTE FARMS,ACTIVE (ISSUED),416431,6.03358E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,3113 B S PINE ST,,TACOMA,WA,PIERCE,984094714,20180611,3604024338
UNCLE IKES,PENDING (ISSUED),421514,6.03562E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,9822 15TH AVE SW STE B,SUITE B,SEATTLE,WA,KING,981062850,20180525,2063915510
KING CRONIC 3,PENDING (ISSUED),413846,6.03577E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,551 14TH AVE,,LONGVIEW,WA,COWLITZ,986321601,20180606,3609676056
JJS PRODUCTIONS,ACTIVE (ISSUED),412305,6.03349E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,12729 QUANTM LN BLDG 5 UNIT 20,"BLDG 5, UNIT 20",ANACORTES,WA,SKAGIT,982218364,20180612,3605807641
BUDDHA FARMS,ACTIVE (ISSUED),416195,6.03358E+15,MARIJUANA PRODUCER TIER 2,5110 RIVER RD E BLDG B,BLDG B,TACOMA,WA,PIERCE,984432638,20180313,2065499980
CLEMANS MOUNTAIN CANNABIS,ACTIVE (ISSUED),414199,6.03503E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,159003 W JOHNSON RD,,PROSSER,WA,BENTON,993509225,20180510,5093070123
GREEN AND GOLD BRANDS,ACTIVE (ISSUED),426122,6.03269E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,646 N RIVER AVE STE A,,BUCKLEY,WA,PIERCE,983219382,20180607,2532098161
SKY HIGH POT SHOP,ACTIVE (ISSUED),414749,6.03601E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6167 PORTAL WAY,,FERNDALE,WA,WHATCOM,982489363,20180320,2063357713
BMT INDUSTRIES,ACTIVE (ISSUED),412727,6.03352E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,1106 CANNON WAY STE 7,,COLVILLE,WA,STEVENS,991148701,20180312,5096907864
GREEN FIRE PRODUCTION,ACTIVE (ISSUED),416044,6.03359E+15,MARIJUANA PROCESSOR,17825 59TH AVE NE  BLDG 5,BLDG 5,ARLINGTON,WA,SNOHOMISH,982236452,20180424,5306935038
CANNABIS & GLASS,ACTIVE (ISSUED),360307,6.03351E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,605 E FRANCIS,,SPOKANE,WA,SPOKANE,992080000,20180320,5099991112
CUSTOM CULTIVATORS,ACTIVE (ISSUED),416581,6.0335E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,186 CHEROKEE RD STE D,,OMAK,WA,OKANOGAN,988419476,20171207,3609913913
FGD,ACTIVE (ISSUED),416928,6.03359E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6107 132ND ST NE,,MARYSVILLE,WA,SNOHOMISH,982719009,20180418,2069484675
SACRED SAGE,ACTIVE (ISSUED),415916,6.03357E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,200115 E GAME FARM RD STE B,,KENNEWICK,WA,BENTON,993370000,20180409,5096309599
THE JOINT,PENDING (ISSUED),420389,6.03303E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,14325 1ST AVE S STE B,,BURIEN,WA,KING,981683418,20180516,2062255555
BEAUTIFUL PLANET,ACTIVE (ISSUED),416622,6.02293E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,986 E HAMPTON RD  STE #5,STE #5,LIND,WA,ADAMS,983410000,20180608,2062427108
AVITAS,PENDING (ISSUED),412064,6.03271E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,25404 STATE ROUTE 9 STE A,,ARLINGTON,WA,SNOHOMISH,982230000,20180605,2069531509
BIG RIDGE FARMS,ACTIVE (ISSUED),413139,6.03299E+15,MARIJUANA PROCESSOR,1655 ROAD 4 NE STE D,,COULEE CITY,WA,DOUGLAS,991150000,20180604,2533200350
A GREENER TODAY MARIJUANA,ACTIVE (ISSUED),422044,6.04134E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,19315 BOTHELL EVERETT HWY #1,UNIT 1,BOTHELL,WA,SNOHOMISH,980127112,20180510,4257736021
TOPNUGGS,ACTIVE (ISSUED),413434,6.03436E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,5373 GUIDE MERIDIAN RD #C1-2,,BELLINGHAM,WA,WHATCOM,982260000,20180507,2066055554
GENETICS 360,ACTIVE (ISSUED),417321,6.01224E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,1975 ALPINE WAY #6,,BELLINGHAM,WA,WHATCOM,982260000,20180510,3605507918
SUSPENDED BRANDS,PENDING (ISSUED),412132,6.03347E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,860 NE OLD BELFAIR HWY,,BELFAIR,WA,MASON,985280000,20180607,3603400579
DEVIL'S KETTLE INDUSTRIES,ACTIVE (ISSUED),412866,6.041E+15,MARIJUANA PRODUCER TIER 2,19 CASEYS RANCH RD,,DANVILLE,WA,FERRY,991219707,20180604,4253272377
NORTHWEST CANNABIS SOLUTIONS,ACTIVE (ISSUED),412882,6.03307E+15,MARIJUANA PROCESSOR,9603 LATHROP INDUSTRIAL DR SW,STE A,TUMWATER,WA,THURSTON,985120000,20180406,4254552291
SKY HIGH POT SHOP,ACTIVE (ISSUED),422710,6.03601E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,1438 W HWY 101,,PORT ANGELES,WA,CLALLAM,983639455,20180329,2534051918
THE BAKE SHOP,ACTIVE (ISSUED),413426,6.03413E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,19705 N GRIFFIN RD,,PROSSER,WA,BENTON,993500000,20180418,5097782512
MJ BOTANICALS,ACTIVE (ISSUED),416765,6.0336E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,32941 TELFORD RD N,,CRESTON,WA,LINCOLN,991170000,20180625,4259857626
NSK CANNABIS,PENDING (ISSUED),425584,6.03355E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,1212 N GRAND AVE,,PULLMAN,WA,WHITMAN,991633427,20180621,2069308577
MAIN STREET MARIJUANA LONGVIEW,ACTIVE (ISSUED),421789,6.03572E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,945 WASHINGTON WAY STE 121,,LONGVIEW,WA,COWLITZ,986324059,20180618,2065520020
WASHINGTON POT,ACTIVE (ISSUED),415738,6.03392E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,400 WHITE OAK RD STE A,,GOLDENDALE,WA,KLICKITAT,986202423,20180619,5097734095
AMAZINGARDENS,ACTIVE (ISSUED),425636,6.03351E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,1520 CENTER ST SUITE A/B,,TACOMA,WA,PIERCE,984097905,20180314,4254439793
"ELEVEN WINDOW VENTURES, LLC",ACTIVE (ISSUED),417310,6.03349E+15,MARIJUANA PRODUCER TIER 1,26268 12 TREES LN NW STE 150,,POULSBO,WA,KITSAP,983706402,20180605,5092164025
BUD HUT,ACTIVE (ISSUED),422781,6.03603E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,200 SUZANNE LANE STE D,,MOUNT VERNON,WA,SKAGIT,982739514,20180404,3606681111
ROGUE FARMS,ACTIVE (ISSUED),416176,6.04111E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,14626 COUNTRY LN STE B,,YELM,WA,THURSTON,985979150,20180509,2063840779
ROCHESTER FARMS,PENDING (ISSUED),413002,6.03353E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,10011 173RD AVE SW,,ROCHESTER,WA,THURSTON,985799546,20180516,2534050133
THE HUNT COMPANY,ACTIVE (ISSUED),412686,6.03349E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,5805 E SHARP AVE #1,,SPOKANE VALLEY,WA,SPOKANE,992120000,20180502,5093409852
ROLLING GREEN FARM,ACTIVE (ISSUED),412227,6.04143E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,29619 4TH AVE NW STE A,,STANWOOD,WA,SNOHOMISH,982929440,20180621,2067990790
